Zählpunktbezeichnung;Kennzahl;Zählernummer;Exportiere ab;Exportiere bis;Exportiere ab;Exportiere bis
AT0090000000000000000000000049656;1-1:1.9.0 P.01;;01.10.2023;31.10.2023;00:00;00:00
Startdatum;Startuhrzeit;Enddatum;Enduhrzeit;Verbrauch (in kWh);Zählerstand um 24 Uhr (in kWh);Status
08.10.2023;11:30;08.10.2023;11:45;0,581;-;Wahrer Wert
08.10.2023;11:45;08.10.2023;12:00;0,608;-;Wahrer Wert
08.10.2023;12:00;08.10.2023;12:15;0,049;-;Wahrer Wert
08.10.2023;12:15;08.10.2023;12:30;0,072;-;Wahrer Wert
08.10.2023;12:30;08.10.2023;12:45;0,058;-;Wahrer Wert
08.10.2023;12:45;08.10.2023;13:00;0,088;-;Wahrer Wert
08.10.2023;13:00;08.10.2023;13:15;0,055;-;Wahrer Wert
08.10.2023;13:15;08.10.2023;13:30;0,112;-;Wahrer Wert
08.10.2023;13:30;08.10.2023;13:45;0,068;-;Wahrer Wert
08.10.2023;13:45;08.10.2023;14:00;0,105;-;Wahrer Wert
08.10.2023;14:00;08.10.2023;14:15;0,052;-;Wahrer Wert
08.10.2023;14:15;08.10.2023;14:30;0,054;-;Wahrer Wert
08.10.2023;14:30;08.10.2023;14:45;0,559;-;Wahrer Wert
08.10.2023;14:45;08.10.2023;15:00;0,478;-;Wahrer Wert
08.10.2023;15:00;08.10.2023;15:15;0,063;-;Wahrer Wert
08.10.2023;15:15;08.10.2023;15:30;0,057;-;Wahrer Wert
08.10.2023;15:30;08.10.2023;15:45;0,019;-;Wahrer Wert
08.10.2023;15:45;08.10.2023;16:00;0,099;-;Wahrer Wert
08.10.2023;16:00;08.10.2023;16:15;0,123;-;Wahrer Wert
08.10.2023;16:15;08.10.2023;16:30;0,230;-;Wahrer Wert
08.10.2023;16:30;08.10.2023;16:45;0,224;-;Wahrer Wert
08.10.2023;16:45;08.10.2023;17:00;0,264;-;Wahrer Wert
08.10.2023;17:00;08.10.2023;17:15;0,251;-;Wahrer Wert
08.10.2023;17:15;08.10.2023;17:30;0,284;-;Wahrer Wert
08.10.2023;17:30;08.10.2023;17:45;0,632;-;Wahrer Wert
08.10.2023;17:45;08.10.2023;18:00;0,262;-;Wahrer Wert
08.10.2023;18:00;08.10.2023;18:15;0,201;-;Wahrer Wert
08.10.2023;18:15;08.10.2023;18:30;0,106;-;Wahrer Wert
08.10.2023;18:30;08.10.2023;18:45;0,095;-;Wahrer Wert
08.10.2023;18:45;08.10.2023;19:00;0,079;-;Wahrer Wert
08.10.2023;19:00;08.10.2023;19:15;0,157;-;Wahrer Wert
08.10.2023;19:15;08.10.2023;19:30;0,107;-;Wahrer Wert
08.10.2023;19:30;08.10.2023;19:45;0,081;-;Wahrer Wert
08.10.2023;19:45;08.10.2023;20:00;0,073;-;Wahrer Wert
08.10.2023;20:00;08.10.2023;20:15;0,067;-;Wahrer Wert
08.10.2023;20:15;08.10.2023;20:30;0,066;-;Wahrer Wert
08.10.2023;20:30;08.10.2023;20:45;0,087;-;Wahrer Wert
08.10.2023;20:45;08.10.2023;21:00;0,084;-;Wahrer Wert
08.10.2023;21:00;08.10.2023;21:15;0,108;-;Wahrer Wert
08.10.2023;21:15;08.10.2023;21:30;0,101;-;Wahrer Wert
08.10.2023;21:30;08.10.2023;21:45;0,117;-;Wahrer Wert
08.10.2023;21:45;08.10.2023;22:00;0,093;-;Wahrer Wert
08.10.2023;22:00;08.10.2023;22:15;0,066;-;Wahrer Wert
08.10.2023;22:15;08.10.2023;22:30;0,059;-;Wahrer Wert
08.10.2023;22:30;08.10.2023;22:45;0,078;-;Wahrer Wert
08.10.2023;22:45;08.10.2023;23:00;0,078;-;Wahrer Wert
08.10.2023;23:00;08.10.2023;23:15;0,062;-;Wahrer Wert
08.10.2023;23:15;08.10.2023;23:30;0,059;-;Wahrer Wert
08.10.2023;23:30;08.10.2023;23:45;0,066;-;Wahrer Wert
08.10.2023;23:45;09.10.2023;00:00;0,073;-;Wahrer Wert
09.10.2023;00:00;09.10.2023;00:15;0,073;-;Wahrer Wert
09.10.2023;00:15;09.10.2023;00:30;0,052;-;Wahrer Wert
09.10.2023;00:30;09.10.2023;00:45;0,066;-;Wahrer Wert
09.10.2023;00:45;09.10.2023;01:00;0,069;-;Wahrer Wert
09.10.2023;01:00;09.10.2023;01:15;0,074;-;Wahrer Wert
09.10.2023;01:15;09.10.2023;01:30;0,056;-;Wahrer Wert
09.10.2023;01:30;09.10.2023;01:45;0,061;-;Wahrer Wert
09.10.2023;01:45;09.10.2023;02:00;0,062;-;Wahrer Wert
09.10.2023;02:00;09.10.2023;02:15;0,082;-;Wahrer Wert
09.10.2023;02:15;09.10.2023;02:30;0,057;-;Wahrer Wert
09.10.2023;02:30;09.10.2023;02:45;0,064;-;Wahrer Wert
09.10.2023;02:45;09.10.2023;03:00;0,056;-;Wahrer Wert
09.10.2023;03:00;09.10.2023;03:15;0,079;-;Wahrer Wert
09.10.2023;03:15;09.10.2023;03:30;0,071;-;Wahrer Wert
09.10.2023;03:30;09.10.2023;03:45;0,062;-;Wahrer Wert
09.10.2023;03:45;09.10.2023;04:00;0,063;-;Wahrer Wert
09.10.2023;04:00;09.10.2023;04:15;0,062;-;Wahrer Wert
09.10.2023;04:15;09.10.2023;04:30;0,083;-;Wahrer Wert
09.10.2023;04:30;09.10.2023;04:45;0,052;-;Wahrer Wert
09.10.2023;04:45;09.10.2023;05:00;0,065;-;Wahrer Wert
09.10.2023;05:00;09.10.2023;05:15;0,051;-;Wahrer Wert
09.10.2023;05:15;09.10.2023;05:30;0,086;-;Wahrer Wert
09.10.2023;05:30;09.10.2023;05:45;0,067;-;Wahrer Wert
09.10.2023;05:45;09.10.2023;06:00;0,087;-;Wahrer Wert
09.10.2023;06:00;09.10.2023;06:15;0,068;-;Wahrer Wert
09.10.2023;06:15;09.10.2023;06:30;0,081;-;Wahrer Wert
09.10.2023;06:30;09.10.2023;06:45;0,082;-;Wahrer Wert
09.10.2023;06:45;09.10.2023;07:00;0,075;-;Wahrer Wert
09.10.2023;07:00;09.10.2023;07:15;0,059;-;Wahrer Wert
09.10.2023;07:15;09.10.2023;07:30;0,059;-;Wahrer Wert
09.10.2023;07:30;09.10.2023;07:45;0,060;-;Wahrer Wert
09.10.2023;07:45;09.10.2023;08:00;0,009;-;Wahrer Wert
09.10.2023;08:00;09.10.2023;08:15;0,003;-;Wahrer Wert
09.10.2023;08:15;09.10.2023;08:30;0,000;-;Wahrer Wert
09.10.2023;08:30;09.10.2023;08:45;0,001;-;Wahrer Wert
09.10.2023;08:45;09.10.2023;09:00;0,000;-;Wahrer Wert
09.10.2023;09:00;09.10.2023;09:15;0,000;-;Wahrer Wert
09.10.2023;09:15;09.10.2023;09:30;0,000;-;Wahrer Wert
09.10.2023;09:30;09.10.2023;09:45;0,000;-;Wahrer Wert
09.10.2023;09:45;09.10.2023;10:00;0,000;-;Wahrer Wert
09.10.2023;10:00;09.10.2023;10:15;0,000;-;Wahrer Wert
09.10.2023;10:15;09.10.2023;10:30;0,000;-;Wahrer Wert
09.10.2023;10:30;09.10.2023;10:45;0,000;-;Wahrer Wert
09.10.2023;10:45;09.10.2023;11:00;0,000;-;Wahrer Wert
09.10.2023;11:00;09.10.2023;11:15;0,000;-;Wahrer Wert
09.10.2023;11:15;09.10.2023;11:30;0,000;-;Wahrer Wert
09.10.2023;11:30;09.10.2023;11:45;0,249;-;Wahrer Wert
09.10.2023;11:45;09.10.2023;12:00;0,276;-;Wahrer Wert
09.10.2023;12:00;09.10.2023;12:15;0,000;-;Wahrer Wert
09.10.2023;12:15;09.10.2023;12:30;0,000;-;Wahrer Wert
09.10.2023;12:30;09.10.2023;12:45;0,000;-;Wahrer Wert
09.10.2023;12:45;09.10.2023;13:00;0,000;-;Wahrer Wert
09.10.2023;13:00;09.10.2023;13:15;0,000;-;Wahrer Wert
09.10.2023;13:15;09.10.2023;13:30;0,000;-;Wahrer Wert
09.10.2023;13:30;09.10.2023;13:45;0,312;-;Wahrer Wert
09.10.2023;13:45;09.10.2023;14:00;0,341;-;Wahrer Wert
09.10.2023;14:00;09.10.2023;14:15;0,035;-;Wahrer Wert
09.10.2023;14:15;09.10.2023;14:30;0,000;-;Wahrer Wert
09.10.2023;14:30;09.10.2023;14:45;0,060;-;Wahrer Wert
09.10.2023;14:45;09.10.2023;15:00;0,001;-;Wahrer Wert
09.10.2023;15:00;09.10.2023;15:15;0,001;-;Wahrer Wert
09.10.2023;15:15;09.10.2023;15:30;0,025;-;Wahrer Wert
09.10.2023;15:30;09.10.2023;15:45;0,001;-;Wahrer Wert
09.10.2023;15:45;09.10.2023;16:00;0,028;-;Wahrer Wert
09.10.2023;16:00;09.10.2023;16:15;0,008;-;Wahrer Wert
09.10.2023;16:15;09.10.2023;16:30;0,017;-;Wahrer Wert
09.10.2023;16:30;09.10.2023;16:45;0,019;-;Wahrer Wert
09.10.2023;16:45;09.10.2023;17:00;0,033;-;Wahrer Wert
09.10.2023;17:00;09.10.2023;17:15;0,046;-;Wahrer Wert
09.10.2023;17:15;09.10.2023;17:30;0,082;-;Wahrer Wert
09.10.2023;17:30;09.10.2023;17:45;0,096;-;Wahrer Wert
09.10.2023;17:45;09.10.2023;18:00;0,063;-;Wahrer Wert
09.10.2023;18:00;09.10.2023;18:15;0,085;-;Wahrer Wert
09.10.2023;18:15;09.10.2023;18:30;0,072;-;Wahrer Wert
09.10.2023;18:30;09.10.2023;18:45;0,099;-;Wahrer Wert
09.10.2023;18:45;09.10.2023;19:00;0,076;-;Wahrer Wert
09.10.2023;19:00;09.10.2023;19:15;0,074;-;Wahrer Wert
09.10.2023;19:15;09.10.2023;19:30;0,058;-;Wahrer Wert
09.10.2023;19:30;09.10.2023;19:45;0,089;-;Wahrer Wert
09.10.2023;19:45;09.10.2023;20:00;0,076;-;Wahrer Wert
09.10.2023;20:00;09.10.2023;20:15;0,081;-;Wahrer Wert
09.10.2023;20:15;09.10.2023;20:30;0,092;-;Wahrer Wert
09.10.2023;20:30;09.10.2023;20:45;0,109;-;Wahrer Wert
09.10.2023;20:45;09.10.2023;21:00;0,113;-;Wahrer Wert
09.10.2023;21:00;09.10.2023;21:15;0,085;-;Wahrer Wert
09.10.2023;21:15;09.10.2023;21:30;0,171;-;Wahrer Wert
09.10.2023;21:30;09.10.2023;21:45;0,085;-;Wahrer Wert
09.10.2023;21:45;09.10.2023;22:00;0,117;-;Wahrer Wert
09.10.2023;22:00;09.10.2023;22:15;0,104;-;Wahrer Wert
09.10.2023;22:15;09.10.2023;22:30;0,102;-;Wahrer Wert
09.10.2023;22:30;09.10.2023;22:45;0,056;-;Wahrer Wert
09.10.2023;22:45;09.10.2023;23:00;0,072;-;Wahrer Wert
09.10.2023;23:00;09.10.2023;23:15;0,071;-;Wahrer Wert
09.10.2023;23:15;09.10.2023;23:30;0,066;-;Wahrer Wert
09.10.2023;23:30;09.10.2023;23:45;0,052;-;Wahrer Wert
09.10.2023;23:45;10.10.2023;00:00;0,068;-;Wahrer Wert
10.10.2023;00:00;10.10.2023;00:15;0,071;-;Wahrer Wert
10.10.2023;00:15;10.10.2023;00:30;0,068;-;Wahrer Wert
10.10.2023;00:30;10.10.2023;00:45;0,057;-;Wahrer Wert
10.10.2023;00:45;10.10.2023;01:00;0,057;-;Wahrer Wert
10.10.2023;01:00;10.10.2023;01:15;0,073;-;Wahrer Wert
10.10.2023;01:15;10.10.2023;01:30;0,070;-;Wahrer Wert
10.10.2023;01:30;10.10.2023;01:45;0,060;-;Wahrer Wert
10.10.2023;01:45;10.10.2023;02:00;0,060;-;Wahrer Wert
10.10.2023;02:00;10.10.2023;02:15;0,067;-;Wahrer Wert
10.10.2023;02:15;10.10.2023;02:30;0,077;-;Wahrer Wert
10.10.2023;02:30;10.10.2023;02:45;0,059;-;Wahrer Wert
10.10.2023;02:45;10.10.2023;03:00;0,058;-;Wahrer Wert
10.10.2023;03:00;10.10.2023;03:15;0,070;-;Wahrer Wert
10.10.2023;03:15;10.10.2023;03:30;0,074;-;Wahrer Wert
10.10.2023;03:30;10.10.2023;03:45;0,076;-;Wahrer Wert
10.10.2023;03:45;10.10.2023;04:00;0,054;-;Wahrer Wert
10.10.2023;04:00;10.10.2023;04:15;0,066;-;Wahrer Wert
10.10.2023;04:15;10.10.2023;04:30;0,071;-;Wahrer Wert
10.10.2023;04:30;10.10.2023;04:45;0,071;-;Wahrer Wert
10.10.2023;04:45;10.10.2023;05:00;0,059;-;Wahrer Wert
10.10.2023;05:00;10.10.2023;05:15;0,056;-;Wahrer Wert
10.10.2023;05:15;10.10.2023;05:30;0,070;-;Wahrer Wert
10.10.2023;05:30;10.10.2023;05:45;0,084;-;Wahrer Wert
10.10.2023;05:45;10.10.2023;06:00;0,079;-;Wahrer Wert
10.10.2023;06:00;10.10.2023;06:15;0,081;-;Wahrer Wert
10.10.2023;06:15;10.10.2023;06:30;0,067;-;Wahrer Wert
10.10.2023;06:30;10.10.2023;06:45;0,085;-;Wahrer Wert
10.10.2023;06:45;10.10.2023;07:00;0,083;-;Wahrer Wert
10.10.2023;07:00;10.10.2023;07:15;0,060;-;Wahrer Wert
10.10.2023;07:15;10.10.2023;07:30;0,048;-;Wahrer Wert
10.10.2023;07:30;10.10.2023;07:45;0,038;-;Wahrer Wert
10.10.2023;07:45;10.10.2023;08:00;0,035;-;Wahrer Wert
10.10.2023;08:00;10.10.2023;08:15;0,000;-;Wahrer Wert
10.10.2023;08:15;10.10.2023;08:30;0,001;-;Wahrer Wert
10.10.2023;08:30;10.10.2023;08:45;0,000;-;Wahrer Wert
10.10.2023;08:45;10.10.2023;09:00;0,000;-;Wahrer Wert
10.10.2023;09:00;10.10.2023;09:15;0,000;-;Wahrer Wert
10.10.2023;09:15;10.10.2023;09:30;0,001;-;Wahrer Wert
10.10.2023;09:30;10.10.2023;09:45;0,016;-;Wahrer Wert
10.10.2023;09:45;10.10.2023;10:00;0,000;-;Wahrer Wert
10.10.2023;10:00;10.10.2023;10:15;0,001;-;Wahrer Wert
10.10.2023;10:15;10.10.2023;10:30;0,006;-;Wahrer Wert
10.10.2023;10:30;10.10.2023;10:45;0,000;-;Wahrer Wert
10.10.2023;10:45;10.10.2023;11:00;0,000;-;Wahrer Wert
10.10.2023;11:00;10.10.2023;11:15;0,000;-;Wahrer Wert
10.10.2023;11:15;10.10.2023;11:30;0,000;-;Wahrer Wert
10.10.2023;11:30;10.10.2023;11:45;0,000;-;Wahrer Wert
10.10.2023;11:45;10.10.2023;12:00;0,000;-;Wahrer Wert
10.10.2023;12:00;10.10.2023;12:15;0,000;-;Wahrer Wert
10.10.2023;12:15;10.10.2023;12:30;0,000;-;Wahrer Wert
10.10.2023;12:30;10.10.2023;12:45;0,000;-;Wahrer Wert
10.10.2023;12:45;10.10.2023;13:00;0,000;-;Wahrer Wert
10.10.2023;13:00;10.10.2023;13:15;0,000;-;Wahrer Wert
10.10.2023;13:15;10.10.2023;13:30;0,000;-;Wahrer Wert
10.10.2023;13:30;10.10.2023;13:45;0,000;-;Wahrer Wert
10.10.2023;13:45;10.10.2023;14:00;0,000;-;Wahrer Wert
10.10.2023;14:00;10.10.2023;14:15;0,233;-;Wahrer Wert
10.10.2023;14:15;10.10.2023;14:30;0,446;-;Wahrer Wert
10.10.2023;14:30;10.10.2023;14:45;0,004;-;Wahrer Wert
10.10.2023;14:45;10.10.2023;15:00;0,000;-;Wahrer Wert
10.10.2023;15:00;10.10.2023;15:15;0,000;-;Wahrer Wert
10.10.2023;15:15;10.10.2023;15:30;0,000;-;Wahrer Wert
10.10.2023;15:30;10.10.2023;15:45;0,000;-;Wahrer Wert
10.10.2023;15:45;10.10.2023;16:00;0,000;-;Wahrer Wert
10.10.2023;16:00;10.10.2023;16:15;0,000;-;Wahrer Wert
10.10.2023;16:15;10.10.2023;16:30;0,001;-;Wahrer Wert
10.10.2023;16:30;10.10.2023;16:45;0,003;-;Wahrer Wert
10.10.2023;16:45;10.10.2023;17:00;0,001;-;Wahrer Wert
10.10.2023;17:00;10.10.2023;17:15;0,014;-;Wahrer Wert
10.10.2023;17:15;10.10.2023;17:30;0,006;-;Wahrer Wert
10.10.2023;17:30;10.10.2023;17:45;0,041;-;Wahrer Wert
10.10.2023;17:45;10.10.2023;18:00;0,057;-;Wahrer Wert
10.10.2023;18:00;10.10.2023;18:15;0,085;-;Wahrer Wert
10.10.2023;18:15;10.10.2023;18:30;0,183;-;Wahrer Wert
10.10.2023;18:30;10.10.2023;18:45;0,119;-;Wahrer Wert
10.10.2023;18:45;10.10.2023;19:00;0,093;-;Wahrer Wert
10.10.2023;19:00;10.10.2023;19:15;0,080;-;Wahrer Wert
10.10.2023;19:15;10.10.2023;19:30;0,110;-;Wahrer Wert
10.10.2023;19:30;10.10.2023;19:45;0,141;-;Wahrer Wert
10.10.2023;19:45;10.10.2023;20:00;0,155;-;Wahrer Wert
10.10.2023;20:00;10.10.2023;20:15;0,133;-;Wahrer Wert
10.10.2023;20:15;10.10.2023;20:30;0,135;-;Wahrer Wert
10.10.2023;20:30;10.10.2023;20:45;0,139;-;Wahrer Wert
10.10.2023;20:45;10.10.2023;21:00;0,131;-;Wahrer Wert
10.10.2023;21:00;10.10.2023;21:15;0,089;-;Wahrer Wert
10.10.2023;21:15;10.10.2023;21:30;0,074;-;Wahrer Wert
10.10.2023;21:30;10.10.2023;21:45;0,073;-;Wahrer Wert
10.10.2023;21:45;10.10.2023;22:00;0,119;-;Wahrer Wert
10.10.2023;22:00;10.10.2023;22:15;0,102;-;Wahrer Wert
10.10.2023;22:15;10.10.2023;22:30;0,077;-;Wahrer Wert
10.10.2023;22:30;10.10.2023;22:45;0,057;-;Wahrer Wert
10.10.2023;22:45;10.10.2023;23:00;0,083;-;Wahrer Wert
10.10.2023;23:00;10.10.2023;23:15;0,081;-;Wahrer Wert
10.10.2023;23:15;10.10.2023;23:30;0,062;-;Wahrer Wert
10.10.2023;23:30;10.10.2023;23:45;0,055;-;Wahrer Wert
10.10.2023;23:45;11.10.2023;00:00;0,063;-;Wahrer Wert
11.10.2023;00:00;11.10.2023;00:15;0,080;-;Wahrer Wert
11.10.2023;00:15;11.10.2023;00:30;0,064;-;Wahrer Wert
11.10.2023;00:30;11.10.2023;00:45;0,063;-;Wahrer Wert
11.10.2023;00:45;11.10.2023;01:00;0,058;-;Wahrer Wert
11.10.2023;01:00;11.10.2023;01:15;0,076;-;Wahrer Wert
11.10.2023;01:15;11.10.2023;01:30;0,071;-;Wahrer Wert
11.10.2023;01:30;11.10.2023;01:45;0,065;-;Wahrer Wert
11.10.2023;01:45;11.10.2023;02:00;0,056;-;Wahrer Wert
11.10.2023;02:00;11.10.2023;02:15;0,069;-;Wahrer Wert
11.10.2023;02:15;11.10.2023;02:30;0,076;-;Wahrer Wert
11.10.2023;02:30;11.10.2023;02:45;0,065;-;Wahrer Wert
11.10.2023;02:45;11.10.2023;03:00;0,059;-;Wahrer Wert
11.10.2023;03:00;11.10.2023;03:15;0,066;-;Wahrer Wert
11.10.2023;03:15;11.10.2023;03:30;0,078;-;Wahrer Wert
11.10.2023;03:30;11.10.2023;03:45;0,072;-;Wahrer Wert
11.10.2023;03:45;11.10.2023;04:00;0,063;-;Wahrer Wert
11.10.2023;04:00;11.10.2023;04:15;0,058;-;Wahrer Wert
11.10.2023;04:15;11.10.2023;04:30;0,074;-;Wahrer Wert
11.10.2023;04:30;11.10.2023;04:45;0,071;-;Wahrer Wert
11.10.2023;04:45;11.10.2023;05:00;0,068;-;Wahrer Wert
11.10.2023;05:00;11.10.2023;05:15;0,052;-;Wahrer Wert
11.10.2023;05:15;11.10.2023;05:30;0,067;-;Wahrer Wert
11.10.2023;05:30;11.10.2023;05:45;0,076;-;Wahrer Wert
11.10.2023;05:45;11.10.2023;06:00;0,080;-;Wahrer Wert
11.10.2023;06:00;11.10.2023;06:15;0,088;-;Wahrer Wert
11.10.2023;06:15;11.10.2023;06:30;0,078;-;Wahrer Wert
11.10.2023;06:30;11.10.2023;06:45;0,092;-;Wahrer Wert
11.10.2023;06:45;11.10.2023;07:00;0,095;-;Wahrer Wert
11.10.2023;07:00;11.10.2023;07:15;0,070;-;Wahrer Wert
11.10.2023;07:15;11.10.2023;07:30;0,068;-;Wahrer Wert
11.10.2023;07:30;11.10.2023;07:45;0,083;-;Wahrer Wert
11.10.2023;07:45;11.10.2023;08:00;0,079;-;Wahrer Wert
11.10.2023;08:00;11.10.2023;08:15;0,065;-;Wahrer Wert
11.10.2023;08:15;11.10.2023;08:30;0,034;-;Wahrer Wert
11.10.2023;08:30;11.10.2023;08:45;0,018;-;Wahrer Wert
11.10.2023;08:45;11.10.2023;09:00;0,002;-;Wahrer Wert
11.10.2023;09:00;11.10.2023;09:15;0,002;-;Wahrer Wert
11.10.2023;09:15;11.10.2023;09:30;0,000;-;Wahrer Wert
11.10.2023;09:30;11.10.2023;09:45;0,000;-;Wahrer Wert
11.10.2023;09:45;11.10.2023;10:00;0,039;-;Wahrer Wert
11.10.2023;10:00;11.10.2023;10:15;0,288;-;Wahrer Wert
11.10.2023;10:15;11.10.2023;10:30;0,178;-;Wahrer Wert
11.10.2023;10:30;11.10.2023;10:45;0,127;-;Wahrer Wert
11.10.2023;10:45;11.10.2023;11:00;0,062;-;Wahrer Wert
11.10.2023;11:00;11.10.2023;11:15;0,000;-;Wahrer Wert
11.10.2023;11:15;11.10.2023;11:30;0,000;-;Wahrer Wert
11.10.2023;11:30;11.10.2023;11:45;0,000;-;Wahrer Wert
11.10.2023;11:45;11.10.2023;12:00;0,000;-;Wahrer Wert
11.10.2023;12:00;11.10.2023;12:15;0,000;-;Wahrer Wert
11.10.2023;12:15;11.10.2023;12:30;0,000;-;Wahrer Wert
11.10.2023;12:30;11.10.2023;12:45;0,000;-;Wahrer Wert
11.10.2023;12:45;11.10.2023;13:00;0,000;-;Wahrer Wert
11.10.2023;13:00;11.10.2023;13:15;0,000;-;Wahrer Wert
11.10.2023;13:15;11.10.2023;13:30;0,000;-;Wahrer Wert
11.10.2023;13:30;11.10.2023;13:45;0,000;-;Wahrer Wert
11.10.2023;13:45;11.10.2023;14:00;0,000;-;Wahrer Wert
11.10.2023;14:00;11.10.2023;14:15;0,000;-;Wahrer Wert
11.10.2023;14:15;11.10.2023;14:30;0,000;-;Wahrer Wert
11.10.2023;14:30;11.10.2023;14:45;0,000;-;Wahrer Wert
11.10.2023;14:45;11.10.2023;15:00;0,000;-;Wahrer Wert
11.10.2023;15:00;11.10.2023;15:15;0,000;-;Wahrer Wert
11.10.2023;15:15;11.10.2023;15:30;0,166;-;Wahrer Wert
11.10.2023;15:30;11.10.2023;15:45;0,359;-;Wahrer Wert
11.10.2023;15:45;11.10.2023;16:00;0,006;-;Wahrer Wert
11.10.2023;16:00;11.10.2023;16:15;0,000;-;Wahrer Wert
11.10.2023;16:15;11.10.2023;16:30;0,000;-;Wahrer Wert
11.10.2023;16:30;11.10.2023;16:45;0,001;-;Wahrer Wert
11.10.2023;16:45;11.10.2023;17:00;0,000;-;Wahrer Wert
11.10.2023;17:00;11.10.2023;17:15;0,000;-;Wahrer Wert
11.10.2023;17:15;11.10.2023;17:30;0,000;-;Wahrer Wert
11.10.2023;17:30;11.10.2023;17:45;0,012;-;Wahrer Wert
11.10.2023;17:45;11.10.2023;18:00;0,070;-;Wahrer Wert
11.10.2023;18:00;11.10.2023;18:15;0,074;-;Wahrer Wert
11.10.2023;18:15;11.10.2023;18:30;0,312;-;Wahrer Wert
11.10.2023;18:30;11.10.2023;18:45;0,179;-;Wahrer Wert
11.10.2023;18:45;11.10.2023;19:00;0,096;-;Wahrer Wert
11.10.2023;19:00;11.10.2023;19:15;0,174;-;Wahrer Wert
11.10.2023;19:15;11.10.2023;19:30;0,070;-;Wahrer Wert
11.10.2023;19:30;11.10.2023;19:45;0,071;-;Wahrer Wert
11.10.2023;19:45;11.10.2023;20:00;0,105;-;Wahrer Wert
11.10.2023;20:00;11.10.2023;20:15;0,123;-;Wahrer Wert
11.10.2023;20:15;11.10.2023;20:30;0,113;-;Wahrer Wert
11.10.2023;20:30;11.10.2023;20:45;0,118;-;Wahrer Wert
11.10.2023;20:45;11.10.2023;21:00;0,098;-;Wahrer Wert
11.10.2023;21:00;11.10.2023;21:15;0,098;-;Wahrer Wert
11.10.2023;21:15;11.10.2023;21:30;0,079;-;Wahrer Wert
11.10.2023;21:30;11.10.2023;21:45;0,086;-;Wahrer Wert
11.10.2023;21:45;11.10.2023;22:00;0,084;-;Wahrer Wert
11.10.2023;22:00;11.10.2023;22:15;0,104;-;Wahrer Wert
11.10.2023;22:15;11.10.2023;22:30;0,079;-;Wahrer Wert
11.10.2023;22:30;11.10.2023;22:45;0,083;-;Wahrer Wert
11.10.2023;22:45;11.10.2023;23:00;0,075;-;Wahrer Wert
11.10.2023;23:00;11.10.2023;23:15;0,092;-;Wahrer Wert
11.10.2023;23:15;11.10.2023;23:30;0,071;-;Wahrer Wert
11.10.2023;23:30;11.10.2023;23:45;0,066;-;Wahrer Wert
11.10.2023;23:45;12.10.2023;00:00;0,067;-;Wahrer Wert
12.10.2023;00:00;12.10.2023;00:15;0,062;-;Wahrer Wert
12.10.2023;00:15;12.10.2023;00:30;0,076;-;Wahrer Wert
12.10.2023;00:30;12.10.2023;00:45;0,055;-;Wahrer Wert
12.10.2023;00:45;12.10.2023;01:00;0,064;-;Wahrer Wert
12.10.2023;01:00;12.10.2023;01:15;0,050;-;Wahrer Wert
12.10.2023;01:15;12.10.2023;01:30;0,082;-;Wahrer Wert
12.10.2023;01:30;12.10.2023;01:45;0,060;-;Wahrer Wert
12.10.2023;01:45;12.10.2023;02:00;0,060;-;Wahrer Wert
12.10.2023;02:00;12.10.2023;02:15;0,055;-;Wahrer Wert
12.10.2023;02:15;12.10.2023;02:30;0,073;-;Wahrer Wert
12.10.2023;02:30;12.10.2023;02:45;0,067;-;Wahrer Wert
12.10.2023;02:45;12.10.2023;03:00;0,061;-;Wahrer Wert
12.10.2023;03:00;12.10.2023;03:15;0,055;-;Wahrer Wert
12.10.2023;03:15;12.10.2023;03:30;0,067;-;Wahrer Wert
12.10.2023;03:30;12.10.2023;03:45;0,080;-;Wahrer Wert
12.10.2023;03:45;12.10.2023;04:00;0,058;-;Wahrer Wert
12.10.2023;04:00;12.10.2023;04:15;0,054;-;Wahrer Wert
12.10.2023;04:15;12.10.2023;04:30;0,044;-;Wahrer Wert
12.10.2023;04:30;12.10.2023;04:45;0,072;-;Wahrer Wert
12.10.2023;04:45;12.10.2023;05:00;0,054;-;Wahrer Wert
12.10.2023;05:00;12.10.2023;05:15;0,070;-;Wahrer Wert
12.10.2023;05:15;12.10.2023;05:30;0,063;-;Wahrer Wert
12.10.2023;05:30;12.10.2023;05:45;0,075;-;Wahrer Wert
12.10.2023;05:45;12.10.2023;06:00;0,081;-;Wahrer Wert
12.10.2023;06:00;12.10.2023;06:15;0,069;-;Wahrer Wert
12.10.2023;06:15;12.10.2023;06:30;0,062;-;Wahrer Wert
12.10.2023;06:30;12.10.2023;06:45;0,072;-;Wahrer Wert
12.10.2023;06:45;12.10.2023;07:00;0,078;-;Wahrer Wert
12.10.2023;07:00;12.10.2023;07:15;0,089;-;Wahrer Wert
12.10.2023;07:15;12.10.2023;07:30;0,087;-;Wahrer Wert
12.10.2023;07:30;12.10.2023;07:45;0,107;-;Wahrer Wert
12.10.2023;07:45;12.10.2023;08:00;0,088;-;Wahrer Wert
12.10.2023;08:00;12.10.2023;08:15;0,046;-;Wahrer Wert
12.10.2023;08:15;12.10.2023;08:30;0,011;-;Wahrer Wert
12.10.2023;08:30;12.10.2023;08:45;0,001;-;Wahrer Wert
